0.00026518,76.962
0.00026511,73.798
0.00027183,81.632
0.00027173,77.243
0.00027864,86.258
0.0002892,95.183
0.00029645,100.94
0.00030387,106.45
0.00031928,118.39
0.00032726,124.4
0.00033543,129.99
0.00035235,139.06
0.00035016,136.33
0.00035668,139.37
0.00036327,139.77
0.00036548,139.34
0.00036999,140.63
0.00037916,142.63
0.00038382,143.32
0.00038617,143.36
0.00039331,143.44
0.00039327,141.39
0.00040062,146.43
0.00040307,146.42
0.00041308,149.41
0.00041817,149.94
0.00041814,148.03
0.00043384,154.01
0.00043336,125.3
0.00043918,155.13
0.0004446,156.58
0.00044418,130.39
0.00045282,156.44
0.00045558,155.54
0.00045524,134.36
0.00045521,132.4
0.00045836,154.62
0.00046658,138.43
0.00046973,156.55
0.0004726,155.54
0.00047842,156.07
0.00047822,143.31
0.00048512,145.07
0.00049027,156.64
0.00049632,157.84
0.00049618,149.03
0.00050245,159.41
0.00050857,155.01
0.00050541,151.55
0.00052132,165.38
0.00052127,162.05
0.00052771,163.16
0.0005343,169.41
0.00054764,176.65
0.00054753,169.03
0.00054749,166.38
0.00056131,184.19
0.00056116,173.9
0.00055768,169.95
0.00057535,193.54
0.00058222,178.49
0.00058972,201.79
0.0005894,179.01
0.00059669,180.99
0.00060443,209.31
0.00061953,218.79
0.0006268,192.73
0.00064245,200.25
0.0006424,196.87
0.00065441,204.32
0.00067481,208.18
0.00069166,216.85
0.00070458,223.74
0.00072654,227.68
0.00074469,237.1
0.00074007,231.37
0.00076328,246.9
0.00077264,242.5
0.00078378,243.74
0.00080166,250.05
0.00084227,276.96
0.0008633,287.38
0.0008849,302.93
0.0009182,317.08
0.00094112,328.93
0.00095867,336.99
0.00098868,353.88
0.0010009,353.34
0.0010259,366.39
0.0010644,375.2
0.001091,390.23
0.0010909,382.24
0.0011113,396.71
0.0011461,423.52
0.0011748,440.43
0.0011747,429.78
0.0012342,482.94
0.001265,500.42
0.0012886,512.1
0.0013288,521.95
0.0013287,510.7
0.001362,536.64
0.0014308,573.26
0.0014514,573.41
0.0014846,592.56
0.0014754,576.43
0.0015217,617.96
0.0015598,649.37
0.0015889,673.96
0.0016385,679.41
0.0016383,663.6
0.0016794,702.84
0.0016689,683.31
0.0017212,721.24
0.0017425,721.8
0.0017642,751.88
0.0018084,790.1
0.0018536,826.94
0.0018998,858.57
0.0018881,834.4
0.0019473,898.59
0.001996,940.46
0.0020207,944.69
0.0020713,996.76
0.0021806,1093.3
0.0022305,1147.2
0.0022304,1119.3
0.0023145,1190.8
0.0023723,1246.1
0.0023868,1230.3
0.0024316,1304
0.0024923,1341.8
0.0025549,1458
0.0025389,1404.4
0.0026187,1525.8
0.0026677,1577
0.002684,1550.4
0.0027171,1549.3
0.002791,1674.7
0.0028552,1807.4
0.002855,1762.5
0.0029264,1867.8
0.0029625,1858.8
0.0029995,1946.3
0.0030366,1936.6
0.0030804,1934.2
0.0031317,2034.1
0.0031314,1964.6
0.0032303,2258.4
0.0032102,2193.1
0.00327,2218.5
0.0033172,2212.1
0.0033931,2308.2
0.0034794,2789.1
0.0034567,2416.7
0.0035219,2663.8
0.0035216,2585.5
0.0035663,2918.9
