2.7791e-09,1.0234e-09
2.7626e-09,9.2887e-10
2.8255e-09,1.0918e-09
2.8259e-09,9.5965e-10
2.8772e-09,1.0921e-09
2.8776e-09,9.5992e-10
2.9299e-09,1.0924e-09
2.9303e-09,9.6018e-10
2.9836e-09,1.0927e-09
2.984e-09,9.6044e-10
3.0382e-09,1.093e-09
3.0386e-09,9.607e-10
3.0938e-09,1.0933e-09
3.0942e-09,9.6096e-10
3.1505e-09,1.0936e-09
3.1509e-09,9.6123e-10
3.2081e-09,1.0939e-09
3.2086e-09,9.6149e-10
3.2669e-09,1.0942e-09
3.2673e-09,9.6175e-10
3.3267e-09,1.0945e-09
3.3272e-09,9.6201e-10
3.3876e-09,1.0948e-09
3.3881e-09,9.6228e-10
3.4496e-09,1.0951e-09
3.4501e-09,9.6254e-10
3.5128e-09,1.0954e-09
3.5133e-09,9.628e-10
3.5771e-09,1.0957e-09
3.5776e-09,9.6306e-10
3.6426e-09,1.096e-09
3.6431e-09,9.6333e-10
3.7093e-09,1.0963e-09
3.7098e-09,9.6359e-10
3.7772e-09,1.0966e-09
3.7777e-09,9.6385e-10
3.8464e-09,1.0969e-09
3.8469e-09,9.6412e-10
3.8473e-09,8.7517e-10
3.9168e-09,1.0972e-09
3.9173e-09,9.6438e-10
3.9177e-09,8.7541e-10
3.9885e-09,1.0975e-09
3.9891e-09,9.6464e-10
3.9895e-09,8.7565e-10
4.0616e-09,1.0978e-09
4.0621e-09,9.649e-10
4.0625e-09,8.7589e-10
4.1359e-09,1.0981e-09
4.1365e-09,9.6517e-10
4.1369e-09,8.7613e-10
4.2117e-09,1.0984e-09
4.2122e-09,9.6543e-10
4.2127e-09,8.7637e-10
4.2888e-09,1.0987e-09
4.2894e-09,9.6569e-10
4.2898e-09,8.766e-10
4.3673e-09,1.099e-09
4.3679e-09,9.6596e-10
4.3683e-09,8.7684e-10
4.4473e-09,1.0993e-09
4.4479e-09,9.6622e-10
4.4483e-09,8.7708e-10
4.5287e-09,1.0996e-09
4.5293e-09,9.6649e-10
4.5298e-09,8.7732e-10
4.6116e-09,1.0999e-09
4.6122e-09,9.6675e-10
4.6127e-09,8.7756e-10
4.696e-09,1.1002e-09
4.6967e-09,9.6701e-10
4.6972e-09,8.778e-10
4.782e-09,1.1005e-09
4.7827e-09,9.6728e-10
4.7832e-09,8.7804e-10
4.8696e-09,1.1008e-09
4.8703e-09,9.6754e-10
4.8708e-09,8.7828e-10
4.9587e-09,1.1011e-09
4.9594e-09,9.678e-10
4.9599e-09,8.7852e-10
5.0495e-09,1.1014e-09
5.0502e-09,9.6807e-10
5.0507e-09,8.7876e-10
5.142e-09,1.1017e-09
5.1427e-09,9.6833e-10
5.1432e-09,8.79e-10
5.2361e-09,1.102e-09
5.2369e-09,9.686e-10
5.2374e-09,8.7924e-10
5.332e-09,1.1023e-09
5.3327e-09,9.6886e-10
5.3333e-09,8.7948e-10
5.4297e-09,1.1026e-09
5.4304e-09,9.6913e-10
5.4309e-09,8.7972e-10
5.5291e-09,1.1029e-09
5.5298e-09,9.6939e-10
5.5304e-09,8.7996e-10
5.6388e-09,1.1033e-09
5.6312e-09,9.5414e-10
5.6062e-09,8.8014e-10
5.733e-09,1.1771e-09
5.7338e-09,1.0346e-09
5.7344e-09,9.3913e-10
5.838e-09,1.1774e-09
5.8388e-09,1.0349e-09
5.8394e-09,9.3938e-10
5.9449e-09,1.1777e-09
5.9457e-09,1.0351e-09
6.0533e-09,1.2566e-09
6.0541e-09,1.1044e-09
6.0547e-09,1.0025e-09
6.1641e-09,1.2569e-09
6.165e-09,1.1047e-09
6.1656e-09,1.0028e-09
6.277e-09,1.2573e-09
6.2779e-09,1.105e-09
6.4016e-09,1.2576e-09
6.3929e-09,1.0876e-09
6.5085e-09,1.3418e-09
6.5094e-09,1.1793e-09
6.4806e-09,1.0705e-09
6.6277e-09,1.3422e-09
