19.789,7.5773e-07
19.964,7.0984e-07
20.014,7.7432e-07
20.089,6.5542e-07
20.165,7.3066e-07
20.242,6.7956e-07
20.267,6.1399e-07
20.395,5.6692e-07
20.472,6.32e-07
20.549,5.878e-07
20.575,5.3109e-07
20.705,4.9037e-07
20.783,5.4666e-07
20.862,5.0843e-07
20.888,4.5938e-07
21.02,4.2109e-07
21.099,4.7285e-07
21.179,4.3978e-07
21.206,3.9735e-07
21.366,3.6423e-07
21.42,3.9732e-07
21.501,3.3631e-07
21.582,3.7491e-07
21.664,3.487e-07
21.691,3.1505e-07
21.828,2.909e-07
21.91,3.2429e-07
21.993,3.0161e-07
22.021,2.7251e-07
22.16,2.5162e-07
22.244,2.805e-07
22.328,2.6089e-07
22.356,2.3571e-07
22.497,2.2082e-07
22.582,2.3569e-07
22.667,2.0988e-07
22.753,2.2241e-07
22.839,1.9805e-07
22.925,2.0987e-07
23.012,1.8688e-07
23.099,1.9803e-07
23.186,1.7635e-07
23.274,1.8687e-07
23.362,1.664e-07
23.45,1.7633e-07
23.539,1.5702e-07
23.628,1.6639e-07
23.717,1.4925e-07
23.897,1.5474e-07
23.897,1.4289e-07
24.078,1.3581e-07
24.169,1.4391e-07
24.26,1.2909e-07
24.444,1.3384e-07
24.444,1.2359e-07
24.629,1.1747e-07
24.722,1.2447e-07
24.815,1.1165e-07
25.003,1.1576e-07
25.035,1.0561e-07
25.383,1.0611e-07
25.383,1.0013e-07
25.383,9.5871e-08
25.769,9.7259e-08
25.769,9.1781e-08
26.063,9.3112e-08
26.161,8.7865e-08
26.161,8.3519e-08
26.559,8.4116e-08
26.559,7.9378e-08
26.963,7.9369e-08
26.963,7.4898e-08
27.167,7.0165e-08
27.373,7.275e-08
27.615,6.7659e-08
27.999,6.6678e-08
27.999,6.2923e-08
28.425,6.2915e-08
28.425,5.9371e-08
28.857,5.9364e-08
28.857,5.6838e-08
29.296,5.7661e-08
29.296,5.4413e-08
29.741,5.4407e-08
29.741,5.1716e-08
30.194,5.2086e-08
30.194,4.9509e-08
30.653,4.9864e-08
30.653,4.7742e-08
31.119,4.8433e-08
31.119,4.6037e-08
31.592,4.6367e-08
31.592,4.4394e-08
32.072,4.5037e-08
32.072,4.312e-08
32.56,4.3745e-08
32.56,4.1883e-08
33.055,4.311e-08
33.055,4.1276e-08
33.558,4.2485e-08
33.558,4.0677e-08
34.068,4.1266e-08
34.326,3.9508e-08
34.586,4.1261e-08
34.848,3.9503e-08
35.112,4.0662e-08
35.646,4.0073e-08
35.916,3.8365e-08
36.188,4.0068e-08
36.462,3.8361e-08
36.738,4.0063e-08
37.016,3.8356e-08
37.296,4.0058e-08
37.437,3.8353e-08
37.863,4.0053e-08
38.488,4.0242e-08
39.024,4.1222e-08
39.024,3.9468e-08
39.617,4.1217e-08
39.617,3.9463e-08
40.27,4.1411e-08
40.831,4.2419e-08
40.831,4.0614e-08
41.504,4.2619e-08
